title,question,answer,url
"Locking Executing Files: Windows does, Linux doesn't. Why?","I noticed when a file is executed on Windows (.exe or .dll), it is locked and cannot be deleted, moved or modified.","
Linux has a reference-count mechanism, so you can delete the file while it is executing, and it will continue to exist as long as some process (Which previously opened it) has an open handle for it. The directory entry for the file is removed when you delete it, so it cannot be opened any more, but processes already using this file can still use it. Once all processes using this file terminate, the file is deleted automatically.
Windows does not have this capability, so it is forced to lock the file until all processes executing from it have finished.
I believe that the Linux behavior is preferable. There are probably some deep architectural reasons, but the prime (and simple) reason I find most compelling is that in Windows, you sometimes cannot delete a file, you have no idea why, and all you know is that some process is keeping it in use. In Linux it never happens.
",https://stackoverflow.com//questions/196897/locking-executing-files-windows-does-linux-doesnt-why
python - How can I prevent Google Colab from disconnecting?,Is there a way to programmatically prevent Google Colab from disconnecting on a timeout?,"
As of March 2021, none of these methods will work as Google added a CAPTCHA button that randomly pops up after some time.
Prior to that, the solution was very easy, and didn't need any JavaScript. Just create a new cell at the bottom having the following line:
while True:pass

Now keep the cell in the run sequence so that the infinite loop won't stop and thus keep your session alive.
Old method:
Set a JavaScript interval to click on the connect button every 60 seconds.
Open developer-settings (in your web-browser) with Ctrl+Shift+I then click on console tab and type this on the console prompt. (for mac press Option+Command+I)
function ConnectButton(){
  console.log(""Connect pushed"");
  document.querySelector(""#top-toolbar > colab-connectbutton"").shadowRoot.querySelector(""#connect"").click()
}
setInterval(ConnectButton,60000);

",https://stackoverflow.com//questions/57113226/how-can-i-prevent-google-colab-from-disconnecting
linux - Is it better to use git grep than plain grep if we want to search in versioned source code?,"In a git repository, is there any difference/benefit using git grep over good old grep?
An example would be?","
The two are very similar. The main difference is that git grep defaults to searching in the files that are tracked by git.
Examples
If I want to find foo within my project I can use git grep or good ol' stand-alone grep:
git grep foo
grep -R foo .

The git grep version will only search in files tracked by git, whereas the grep version will search everything in the directory. So far so similar; either one could be better depending on what you want to achieve.
What if we want to limit the search to only .rb files?
git grep foo -- *.rb
grep -R --include=*.rb foo .

The plain old grep version is getting a bit more wordy, but if you're used to using grep that may not be a problem. They're still not going to search exactly the same files, but again it depends on what you want to achieve.
What about searching in the previous version of the project?
git grep foo HEAD^
git checkout HEAD^; grep -R foo .; git checkout -

This is where git grep makes a real difference: You can search in another revision of the project without checking it out first. This isn't a situation that comes up too often for me though; I usually want to search in the version of the project I have checked out.
Configuring git grep
There are some git config variables that modify the behaviour of git grep and avoid the need to pass a couple of command line arguments:

grep.lineNumber: Always show line numbers of matches (you can pass -n to both grep and git grep to get this behaviour)
grep.extendedRegexp: Always use extended regular expressions (you can pass -E to both grep and git grep to get this behaviour)

In practice
In practice I have gg aliased to git grep -En, and this almost always does what I want.
",https://stackoverflow.com//questions/17557684/is-it-better-to-use-git-grep-than-plain-grep-if-we-want-to-search-in-versioned-s
linux - How to set proxy for wget?,I want to download something with wget using a proxy:,"
For all users of the system via the /etc/wgetrc or for the user only with the ~/.wgetrc file:
use_proxy=yes
http_proxy=127.0.0.1:8080
https_proxy=127.0.0.1:8080

or via -e options placed after the URL:
wget ... -e use_proxy=yes -e http_proxy=127.0.0.1:8080 ...

",https://stackoverflow.com//questions/11211705/how-to-set-proxy-for-wget
Kill python interpeter in linux from the terminal,"I want to kill python interpeter - The intention is that all the python files that are running in this moment will stop (without any informantion about this files).
obviously the processes should be closed.","
pkill -9 python

should kill any running python process. 
",https://stackoverflow.com//questions/18428750/kill-python-interpeter-in-linux-from-the-terminal
c++ - How do I install g++ for Fedora?,How do I install g++ for Fedora Linux? I have been searching the dnf command to install g++ but didn't find anything.,"
The package you're looking for is confusingly named gcc-c++.
",https://stackoverflow.com//questions/12952913/how-do-i-install-g-for-fedora
linux - How can I set an environment variable only for the duration of the script?,"On Linux (Ubuntu 11.04 (Natty Narwhal)) in Bash, is it possible to temporarily set an environment variable that will only be different from the normal variable for the duration of the script?","
VAR1=value1 VAR2=value2 myScript args ...

",https://stackoverflow.com//questions/7128542/how-can-i-set-an-environment-variable-only-for-the-duration-of-the-script
linux - make -j 8 g++: internal compiler error: Killed (program cc1plus),"When I deploy Apache Mesos on Ubuntu12.04, I follow the official document, in step ""make -j 8"" I'm getting this error in the console:","
Try running (just after the failure) dmesg.
Do you see a line like this?
Out of memory: Kill process 23747 (cc1plus) score 15 or sacrifice child
Killed process 23747, UID 2243, (cc1plus) total-vm:214456kB, anon-rss:178936kB, file-rss:5908kB

Most likely that is your problem. Running make -j 8 runs lots of process which use more memory. The problem above occurs when your system runs out of memory. In this case rather than the whole system falling over, the operating systems runs a process to score each process on the system. The one that scores the highest gets killed by the operating system to free up memory. If the process that is killed is cc1plus, gcc (perhaps incorrectly) interprets this as the process crashing and hence assumes that it must be a compiler bug. But it isn't really, the problem is the OS killed cc1plus, rather than it crashed.
If this is the case, you are running out of memory. So run perhaps make -j 4 instead. This will mean fewer parallel jobs and will mean the compilation will take longer but hopefully will not exhaust your system memory.
",https://stackoverflow.com//questions/30887143/make-j-8-g-internal-compiler-error-killed-program-cc1plus
linux - nginx not listening to port 80,"I've just installed a Ubuntu 12.04 server and nginx 1.2.7, removed default from sites-enabled and added my own file into sites-available and symlink at sites-enabled. Then restarted nginx.","
I had this same problem, the solution was that I had not symlinked my siteconf file correctly. Try running vim /etc/nginx/sites-enabled/mysite.com—can you get to it? I was getting ""Permission Denied.""
If not run:
rm /etc/nginx/sites-enabled/mysite.com
ln -s /etc/nginx/sites-available/mysite.com /etc/nginx/sites-enabled/mysite.com

",https://stackoverflow.com//questions/16021481/nginx-not-listening-to-port-80
multithreading - How can I monitor the thread count of a process on linux?,"I would like to monitor the number of threads used by a specific process on Linux.
Is there an easy way to get this information without impacting the performance of the process?","
try
ps huH p <PID_OF_U_PROCESS> | wc -l

or htop
",https://stackoverflow.com//questions/268680/how-can-i-monitor-the-thread-count-of-a-process-on-linux
linux - How to concatenate two strings to build a complete path,"I am trying to write a bash script. In this script I want user to enter a path of a directory. Then I want to append some strings at the end of this string and build a path to some subdirectories.
For example assume user enters an string like this:","
The POSIX standard mandates that multiple / are treated as a single / in a file name. Thus
//dir///subdir////file is the same as /dir/subdir/file.
As such concatenating a two strings to build a complete path is a simple as:
full_path=""$part1/$part2""

",https://stackoverflow.com//questions/11226322/how-to-concatenate-two-strings-to-build-a-complete-path
"linux - When grep ""\\"" XXFile I got ""Trailing Backslash""","Now I want to find whether there are lines containing '\' character. I tried grep ""\\"" XXFile but it hints ""Trailing Backslash"". But when I tried grep '\\' XXFile it is OK. Could anyone explain why the first case cannot run? Thanks.","
The difference is in how the shell treats the backslashes:

When you write ""\\"" in double quotes, the shell interprets the backslash escape and ends up passing the string \ to grep. Grep then sees a backslash with no following character, so it emits a ""trailing backslash"" warning. If you want to use double quotes you need to apply two levels of escaping, one for the shell and one for grep. The result: ""\\\\"".
When you write '\\' in single quotes, the shell does not do any interpretation, which means grep receives the string \\ with both backslashes intact. Grep interprets this as an escaped backslash, so it searches the file for a literal backslash character.

If that's not clear, we can use echo to see exactly what the shell is doing. echo doesn't do any backslash interpretation itself, so what it prints is what the shell passed to it.
$ echo ""\\""
\
$ echo '\\'
\\

",https://stackoverflow.com//questions/20342464/when-grep-xxfile-i-got-trailing-backslash
linux - how to find the target file's full(absolute path) of the symbolic link or soft link in python,"when i give 
ls -l /etc/fonts/conf.d/70-yes-bitmaps.conf ","
os.path.realpath(path)

os.path.realpath returns the canonical path of the specified filename, eliminating any symbolic links encountered in the path.
",https://stackoverflow.com//questions/3220755/how-to-find-the-target-files-fullabsolute-path-of-the-symbolic-link-or-soft-l
linux - rsync - mkstemp failed: Permission denied (13)," This question does not appear to be about a specific programming problem, a software algorithm, or software tools primarily used by programmers. If you believe the question would be on-topic on another Stack Exchange site, you can leave a comment to explain where the question may be able to be answered.","
Make sure the user you're rsync'd into on the remote machine has write access to the contents of the folder AND the folder itself, as rsync tried to update the modification time on the folder itself.
",https://stackoverflow.com//questions/11039559/rsync-mkstemp-failed-permission-denied-13
linux - sh: 0: getcwd() failed: No such file or directory on cited drive,I am trying to compile ARM code on Ubuntu 12.04 (Precise Pangolin).,"
This error is usually caused by running a command from a directory that no longer exists.
Try changing your directory and rerun the command.
",https://stackoverflow.com//questions/12758125/sh-0-getcwd-failed-no-such-file-or-directory-on-cited-drive
linux - how to find the target file's full(absolute path) of the symbolic link or soft link in python,"when i give 
ls -l /etc/fonts/conf.d/70-yes-bitmaps.conf ","
os.path.realpath(path)

os.path.realpath returns the canonical path of the specified filename, eliminating any symbolic links encountered in the path.
",https://stackoverflow.com//questions/3220755/how-to-find-the-target-files-fullabsolute-path-of-the-symbolic-link-or-soft-l
c - Undefined reference to pthread_create in Linux,I picked up the following demo off the web from https://computing.llnl.gov/tutorials/pthreads/,"
For Linux the correct command is:
gcc -pthread -o term term.c

In general, libraries should follow sources and objects on command line, and -lpthread is not an ""option"", it's a library specification. On a system with only libpthread.a installed,
gcc -lpthread ...

will fail to link.
Read this or this detailed explanation.
",https://stackoverflow.com//questions/1662909/undefined-reference-to-pthread-create-in-linux
linux - Debugging crontab jobs,I have added a crontab entry on a Linux server that will run a Java executable. The Java code uses its own class for logging errors and messages into a log file.,"
You can enable logging for cron jobs in order to track problems. You need to edit the /etc/rsyslog.conf or /etc/rsyslog.d/50-default.conf (on Ubuntu) file and make sure you have the following line uncommented or add it if it is missing:
cron.*                         /var/log/cron.log

Then restart rsyslog and cron:
sudo service rsyslog restart
sudo service cron restart

Cron jobs will log to /var/log/cron.log.
",https://stackoverflow.com//questions/4883069/debugging-crontab-jobs
"linux - Explain the effects of export LANG, LC_CTYPE, and LC_ALL"," This question does not appear to be about a specific programming problem, a software algorithm, or software tools primarily used by programmers. If you believe the question would be on-topic on another Stack Exchange site, you can leave a comment to explain where the question may be able to be answered.","
I'll explain with detail:
export LANG=ru_RU.UTF-8

That is a shell command that will export an environment variable named LANG with the given value ru_RU.UTF-8. That instructs internationalized programs to use the Russian language (ru), variant from Russia (RU), and the UTF-8 encoding for console output.
Generally this single line is enough.
This other one:
export LC_CTYPE=ru_RU.UTF-8

Does a similar thing, but it tells the program not to change the language, but only the CTYPE to Russian. If a program can change a text to uppercase, then it will use the Russian rules to do so, even though the text itself may be in English.
It is worth saying that mixing LANG and LC_CTYPE can give unexpected results, because few people do that, so it is quite untested, unless maybe:
export LANG=ru_RU.UTF-8
export LC_CTYPE=C

That will make the program output in Russian, but the CTYPE standard old C style.
The last line, LC_ALL is a last resort override, that will make the program ignore all the other LC_* variables and use this. I think that you should never write it in a profile line, but use it to run a program in a given language. For example, if you want to write a bug report, and you don't want any kind of localized output, and you don't know which LC_* variables are set:
LC_ALL=C program

About changing the language of all your programs or only the console, that depends on where you put these lines. I put mine in ~/.bashrc so they don't apply to the GUI, only to the bash consoles.
",https://stackoverflow.com//questions/30479607/explain-the-effects-of-export-lang-lc-ctype-and-lc-all
linux - Rename all files in a folder with a prefix in a single command,"Rename all the files within a folder with prefix ""Unix_"" ","
If your filenames contain no whitepace and you don't have any subdirectories, you can use a simple for loop:
$ for FILENAME in *; do mv $FILENAME Unix_$FILENAME; done 

Otherwise use the convenient rename command (which is a perl script) - although it might not be available out of the box on every Unix (e.g. OS X doesn't come with rename).
A short overview at debian-administration.org:

Easily renaming multiple files

If your filenames contain whitespace it's easier to use find, on Linux the following should work:
$ find . -type f -name '*' -printf ""echo mv '%h/%f' '%h/Unix_%f\n'"" | sh

On BSD systems, there is no -printf option, unfortunately. But GNU findutils should be installable (on e.g. Mac OS X with brew install findutils).
$ gfind . -type f -name '*' -printf ""mv \""%h/%f\"" \""%h/Unix_%f\""\n"" | sh

",https://stackoverflow.com//questions/6329505/rename-all-files-in-a-folder-with-a-prefix-in-a-single-command
How is the Linux kernel tested?,How do the Linux kernel developers test their code locally and after they have it committed? Do they use some kind of unit testing and build automation? Test plans?,"
The Linux kernel has a heavy emphasis on community testing.
Typically, any developer will test their own code before submitting, and quite often they will be using a development version of the kernel from Linus, or one of the other unstable/development trees for a project relevant to their work. This means they are often testing both their changes and other people's changes.
There tends not to be much in the way of formal test plans, but extra testing may be asked for before features are merged into upstream trees.
As Dean pointed out, there's also some automated testing: The Linux Test Project and the kernel Autotest (good overview).
Developers will often also write automated tests targeted to test their change, but I'm not sure there's a (often used) mechanism to centrally collect these ad hoc tests.
It depends a lot on which area of the kernel is being changed of course - the testing you'd do for a new network driver is quite different to the testing you'd do when replacing the core scheduling algorithm.
",https://stackoverflow.com//questions/3177338/how-is-the-linux-kernel-tested
linux - How can I open some ports on Ubuntu?,"I know a little about Linux. Today I created a VPN server on my Ubuntu installation according to Set up a simple IPsec/L2TP VPN server for Ubuntu, Arch Linux and Debian.","
Ubuntu these days comes with UFW - Uncomplicated Firewall. UFW is an easy-to-use method of handling iptables rules.
Try using this command to allow a port:
sudo ufw allow 1701

To test connectivity, you could try shutting down the VPN software (freeing up the ports) and using netcat to listen, like this:
nc -l 1701

Then use telnet from your Windows host and see what shows up on your Ubuntu terminal. This can be repeated for each port you'd like to test.
",https://stackoverflow.com//questions/30251889/how-can-i-open-some-ports-on-ubuntu
java - Detecting Windows or Linux?,I am seeking to run a common Java program in both Windows and Linux.,"
apache commons lang has a class SystemUtils.java
you can use :
SystemUtils.IS_OS_LINUX
SystemUtils.IS_OS_WINDOWS

",https://stackoverflow.com//questions/14288185/detecting-windows-or-linux
linux - couldn't connect to server 127.0.0.1 shell/mongo.js,"when i setup mongodb in my ubuntu , i try : ./mongo it show this error :","

Manually remove the lockfile: sudo rm /var/lib/mongodb/mongod.lock
Run the repair script: sudo -u mongodb mongod -f /etc/mongodb.conf    --repair

Please note the following:

You must run this command as the mongodb user. If you run it as root,
then root will own files in /var/lib/mongodb/ that are necessary to
run the mongodb daemon and therefore when the daemon trys to run
later as the mongodb user, it won't have permissions to start. In
that case you'll get this error: Unable to create / open lock file
for lockfilepath: /var/lib/mongodb/mongod.lock errno:13 Permission
denied, terminating.
On Ubuntu, you must specify the configuration file /etc/mongodb.conf
using the -f flag. Otherwise it will look for the data files in the
wrong place and you will see the following error: dbpath (/data/db/)
does not exist, terminating.

",https://stackoverflow.com//questions/5726032/couldnt-connect-to-server-127-0-0-1-shell-mongo-js
"linux - What's the difference between .so, .la and .a library files?",I know an .so file is a kind of dynamic library (lots of threads can share such libraries so there is no need to have more than one copy of it in memory). But what is the difference between .a and .la? Are these all static libraries?,"
File type breakdown
.so files are dynamic libraries. The suffix stands for ""shared object"", because all the applications that are linked with the library use the same file, rather than making a copy in the resulting executable.
.a files are static libraries. The suffix stands for ""archive"", because they're actually just an archive (made with the ar command -- a predecessor of tar that's now just used for making libraries) of the original .o object files.
.la files are text files used by the GNU ""libtools"" package to describe the files that make up the corresponding library. You can find more information about them in this question: What are libtool's .la file for?
Static vs Dynamic
Static

Pro: The user always uses the version of the library that you've tested with your application, so there shouldn't be any surprising compatibility problems.

Con: If a problem is fixed in a library, you need to redistribute your application to take advantage of it. However, unless it's a library that users are likely to update on their own, you'd might need to do this anyway.


Dynamic

Pro: Your process's memory footprint is smaller, because the memory used for the library is amortized among all the processes using the library.

Pro: Libraries can be loaded on demand at run time; this is good for plugins, so you don't have to choose the plugins to be used when compiling and installing the software. New plugins can be added on the fly.

Con: The library might not exist on the system where someone is trying to install the application, or they might have a version that's not compatible with the application. To mitigate this, the application package might need to include a copy of the library, so it can install it if necessary. This is also often mitigated by package managers, which can download and install any necessary dependencies.

Con: Link-Time Optimization is generally not possible, so there could possibly be efficiency implications in high-performance applications. See the Wikipedia discussion of WPO and LTO.


Dynamic libraries are especially useful for system libraries, like libc. These libraries often need to include code that's dependent on the specific OS and version, because kernel interfaces have changed. If you link a program with a static system library, it will only run on the version of the OS that this library version was written for. But if you use a dynamic library, it will automatically pick up the library that's installed on the system you run on.
",https://stackoverflow.com//questions/12237282/whats-the-difference-between-so-la-and-a-library-files
linux - /bin/sh: pushd: not found,I am doing the following inside a make file ,"
pushd is a bash enhancement to the POSIX-specified Bourne Shell. pushd cannot be easily implemented as a command, because the current working directory is a feature of a process that cannot be changed by child processes. (A hypothetical pushd command might do the chdir(2) call and then start a new shell, but ... it wouldn't be very usable.) pushd is a shell builtin, just like cd.
So, either change your script to start with #!/bin/bash or store the current working directory in a variable, do your work, then change back. Depends if you want a shell script that works on very reduced systems (say, a Debian build server) or if you're fine always requiring bash.
",https://stackoverflow.com//questions/5193048/bin-sh-pushd-not-found
What is a good easy to use profiler for C++ on Linux?," Questions asking us to recommend or find a tool, library or favorite off-site resource are off-topic for Stack Overflow as they tend to attract opinionated answers and spam. Instead, describe the problem and what has been done so far to solve it.","
Use gprof.
Just compile with -pg flag (I think (but am not sure) you have to turn of optimizations though.) and use gprof to analyze the gmon.out file that your executable will then produce.
eg:
gcc -pg -o whatever whatever.c

./whatever

gprof whatever gmon.out

Same thing with g++ and cpp.
",https://stackoverflow.com//questions/1168766/what-is-a-good-easy-to-use-profiler-for-c-on-linux
"c - Difference between ""system"" and ""exec"" in Linux?",What is the difference between system and exec family commands?  Especially I want to know which one of them creates child process to work?,"
system() calls out to sh to handle your command line, so you can get wildcard expansion, etc.  exec() and its friends replace the current process image with a new process image.
With system(), your program continues running and you get back some status about the external command you called.  With exec(), your process is obliterated.
In general, I guess you could think of system() as a higher-level interface.  You could duplicate its functionality yourself using some combination fork(), exec(), and wait().
To answer your final question, system() causes a child process to be created, and the exec() family do not.  You would need to use fork() for that.
",https://stackoverflow.com//questions/1697440/difference-between-system-and-exec-in-linux
linux - Debugging crontab jobs,I have added a crontab entry on a Linux server that will run a Java executable. The Java code uses its own class for logging errors and messages into a log file.,"
You can enable logging for cron jobs in order to track problems. You need to edit the /etc/rsyslog.conf or /etc/rsyslog.d/50-default.conf (on Ubuntu) file and make sure you have the following line uncommented or add it if it is missing:
cron.*                         /var/log/cron.log

Then restart rsyslog and cron:
sudo service rsyslog restart
sudo service cron restart

Cron jobs will log to /var/log/cron.log.
",https://stackoverflow.com//questions/4883069/debugging-crontab-jobs
c - Writing programs to cope with I/O errors causing lost writes on Linux,"TL;DR: If the Linux kernel loses a buffered I/O write, is there any way for the application to find out?","
fsync() returns -EIO if the kernel lost a write
(Note: early part references older kernels; updated below to reflect modern kernels)
It looks like async buffer write-out in end_buffer_async_write(...) failures set an -EIO flag on the failed dirty buffer page for the file:
set_bit(AS_EIO, &page->mapping->flags);
set_buffer_write_io_error(bh);
clear_buffer_uptodate(bh);
SetPageError(page);

which is then detected by wait_on_page_writeback_range(...) as called by do_sync_mapping_range(...) as called by sys_sync_file_range(...) as called by sys_sync_file_range2(...) to implement the C library call fsync().
But only once!
This comment on  sys_sync_file_range
168  * SYNC_FILE_RANGE_WAIT_BEFORE and SYNC_FILE_RANGE_WAIT_AFTER will detect any
169  * I/O errors or ENOSPC conditions and will return those to the caller, after
170  * clearing the EIO and ENOSPC flags in the address_space.

suggests that when fsync() returns -EIO or (undocumented in the manpage) -ENOSPC, it will clear the error state so a subsequent fsync() will report success even though the pages never got written.
Sure enough wait_on_page_writeback_range(...) clears the error bits when it tests them:
301         /* Check for outstanding write errors */
302         if (test_and_clear_bit(AS_ENOSPC, &mapping->flags))
303                 ret = -ENOSPC;
304         if (test_and_clear_bit(AS_EIO, &mapping->flags))
305                 ret = -EIO;

So if the application expects it can re-try fsync() until it succeeds and trust that the data is on-disk, it is terribly wrong.
I'm pretty sure this is the source of the data corruption I found in the DBMS. It retries fsync() and thinks all will be well when it succeeds.
Is this allowed?
The POSIX/SuS docs on fsync() don't really specify this either way:

If the fsync() function fails, outstanding I/O operations are not guaranteed to have been completed.

Linux's man-page for fsync() just doesn't say anything about what happens on failure.
So it seems that the meaning of fsync() errors is ""I don't know what happened to your writes, might've worked or not, better try again to be sure"".
Newer kernels
On 4.9 end_buffer_async_write sets -EIO on the page, just via mapping_set_error.
    buffer_io_error(bh, "", lost async page write"");
    mapping_set_error(page->mapping, -EIO);
    set_buffer_write_io_error(bh);
    clear_buffer_uptodate(bh);
    SetPageError(page);

On the sync side I think it's similar, though the structure is now pretty complex to follow. filemap_check_errors in mm/filemap.c now does:
    if (test_bit(AS_EIO, &mapping->flags) &&
        test_and_clear_bit(AS_EIO, &mapping->flags))
            ret = -EIO;

which has much the same effect. Error checks seem to all go through filemap_check_errors which does a test-and-clear:
    if (test_bit(AS_EIO, &mapping->flags) &&
        test_and_clear_bit(AS_EIO, &mapping->flags))
            ret = -EIO;
    return ret;

I'm using btrfs on my laptop, but when I create an ext4 loopback for testing on /mnt/tmp and set up a perf probe on it:
sudo dd if=/dev/zero of=/tmp/ext bs=1M count=100
sudo mke2fs -j -T ext4 /tmp/ext
sudo mount -o loop /tmp/ext /mnt/tmp

sudo perf probe filemap_check_errors

sudo perf record -g -e probe:end_buffer_async_write -e probe:filemap_check_errors dd if=/dev/zero of=/mnt/tmp/test bs=4k count=1 conv=fsync

I find the following call stack in perf report -T:
        ---__GI___libc_fsync
           entry_SYSCALL_64_fastpath
           sys_fsync
           do_fsync
           vfs_fsync_range
           ext4_sync_file
           filemap_write_and_wait_range
           filemap_check_errors

A read-through suggests that yeah, modern kernels behave the same.
This seems to mean that if fsync() (or presumably write() or close()) returns -EIO, the file is in some undefined state between when you last successfully fsync()d or close()d it and its most recently write()ten state.
Test
I've implemented a test case to demonstrate this behaviour.
Implications
A DBMS can cope with this by entering crash recovery. How on earth is a normal user application supposed to cope with this? The fsync() man page gives no warning that it means ""fsync-if-you-feel-like-it"" and I expect a lot of apps won't cope well with this behaviour.
Bug reports

https://bugzilla.kernel.org/show_bug.cgi?id=194755
https://bugzilla.kernel.org/show_bug.cgi?id=194757

Further reading
lwn.net touched on this in the article ""Improved block-layer error handling"".
postgresql.org mailing list thread.
",https://stackoverflow.com//questions/42434872/writing-programs-to-cope-with-i-o-errors-causing-lost-writes-on-linux
linux - how to detect invalid utf8 unicode/binary in a text file,"I need to detect corrupted text file where there are invalid (non-ASCII) utf-8, Unicode or binary characters. ","
Assuming you have your locale set to UTF-8 (see locale output), this works well to recognize invalid UTF-8 sequences:
grep -axv '.*' file.txt

Explanation (from grep man page):

-a, --text: treats file as text, essential prevents grep to abort once finding an invalid byte sequence (not being utf8)
-v, --invert-match: inverts the output showing lines not matched
-x '.*' (--line-regexp): means to match a complete line consisting of any utf8 character.

Hence, there will be output, which is the lines containing the invalid not utf8 byte sequence containing lines (since inverted -v)
",https://stackoverflow.com//questions/29465612/how-to-detect-invalid-utf8-unicode-binary-in-a-text-file
linux - How to check existence of a folder with python and then remove it?,"I want to remove dataset folder from dataset3 folder. But the following code is not removing dataset. 
First I want to check if dataset already exist in dataset then remove dataset. 
Can some one please point out my mistake in following code?","
Python's os.rmdir() only works on empty the directories, however shutil.rmtree() doesn't care (even if there are subdirectories) which makes it very similar to the Linux rm -rf command.
import os
import shutil

dirpath = os.path.join('dataset3', 'dataset')
if os.path.exists(dirpath) and os.path.isdir(dirpath):
    shutil.rmtree(dirpath)

Modern approach
In Python 3.4+ you can do same thing using the pathlib module to make the code more object-oriented and readable:
from pathlib import Path
import shutil

dirpath = Path('dataset3') / 'dataset'
if dirpath.exists() and dirpath.is_dir():
    shutil.rmtree(dirpath)

",https://stackoverflow.com//questions/43765117/how-to-check-existence-of-a-folder-with-python-and-then-remove-it
linux - rsync - mkstemp failed: Permission denied (13)," This question does not appear to be about a specific programming problem, a software algorithm, or software tools primarily used by programmers. If you believe the question would be on-topic on another Stack Exchange site, you can leave a comment to explain where the question may be able to be answered.","
Make sure the user you're rsync'd into on the remote machine has write access to the contents of the folder AND the folder itself, as rsync tried to update the modification time on the folder itself.
",https://stackoverflow.com//questions/11039559/rsync-mkstemp-failed-permission-denied-13
JSON command line formatter tool for Linux,Want to improve this question? Update the question so it's on-topic for Stack Overflow.,"
 alias pp='python -mjson.tool'
 pp mydata.json

From the first link in the accepted answer: http://ruslanspivak.com/2010/10/12/pretty-print-json-from-the-command-line/
",https://stackoverflow.com//questions/5243885/json-command-line-formatter-tool-for-linux
linux - mysql_config not found when installing mysqldb python interface,"I am trying to get a Python script to run on the linux server I'm connected to via ssh. The script uses mysqldb. I have all the other components I need, but when I try to install mySQLdb via setuptools like so:, ","
mySQLdb is a python interface for mysql, but it is not mysql itself. And apparently mySQLdb needs the command 'mysql_config', so you need to install that first.
Can you confirm that you did or did not install mysql itself, by running ""mysql"" from the shell? That should give you a response other than ""mysql: command not found"". 
Which linux distribution are you using? Mysql is pre-packaged for most linux distributions. For example, for debian / ubuntu, installing mysql is as easy as 
sudo apt-get install mysql-server

mysql-config is in a different package, which can be installed from (again, assuming debian / ubuntu):
sudo apt-get install libmysqlclient-dev

if you are using mariadb, the drop in replacement for mysql, then run
sudo apt-get install libmariadbclient-dev

Reference:
https://github.com/JudgeGirl/Judge-sender/issues/4#issuecomment-186542797
",https://stackoverflow.com//questions/7475223/mysql-config-not-found-when-installing-mysqldb-python-interface
linux - Use sudo with password as parameter,Want to improve this question? Update the question so it's on-topic for Stack Overflow.,"
The -S switch makes sudo read the password from STDIN. This means you can do 
echo mypassword | sudo -S command

to pass the password to sudo
However, the suggestions by others that do not involve passing the password as part of a command such as checking if the user is root are probably much better ideas for security reasons
",https://stackoverflow.com//questions/11955298/use-sudo-with-password-as-parameter
c - error: Libtool library used but 'LIBTOOL' is undefined,"I am trying to automake the OrientDb C++ library, but getting some errors.","
A good answer for me was to install libtool:
sudo apt-get install libtool

",https://stackoverflow.com//questions/18978252/error-libtool-library-used-but-libtool-is-undefined
linux - When should we use mutex and when should we use semaphore,When should we use mutex and when should we use semaphore ?,"
Here is how I remember when to use what - 
Semaphore:
Use a semaphore when you (thread) want to sleep till some other thread tells you to wake up. Semaphore 'down' happens in one thread (producer) and semaphore 'up' (for same semaphore) happens in another thread (consumer)
e.g.: In producer-consumer problem, producer wants to sleep till at least one buffer slot is empty - only the consumer thread can tell when a buffer slot is empty. 
Mutex:
Use a mutex when you (thread) want to execute code that should not be executed by any other thread at the same time. Mutex 'down' happens in one thread and mutex 'up' must happen in the same thread later on.
e.g.: If you are deleting a node from a global linked list, you do not want another thread to muck around with pointers while you are deleting the node. When you acquire a mutex and are busy deleting a node, if another thread tries to acquire the same mutex, it will be put to sleep till you release the mutex.
Spinlock:
Use a spinlock when you really want to use a mutex but your thread is not allowed to sleep. 
e.g.: An interrupt handler within OS kernel must never sleep. If it does the system will freeze / crash. If you need to insert a node to globally shared linked list from the interrupt handler, acquire a spinlock - insert node - release spinlock.
",https://stackoverflow.com//questions/4039899/when-should-we-use-mutex-and-when-should-we-use-semaphore
c - How to capture Control+D signal?,"I want to capture the Ctrl+D signal in my program and write a signal handler for it.
How can I do that?
I am working on C and using a Linux system.","
As others have already said, to handle Control+D, handle ""end of file""s.
Control+D is a piece of communication between the user and the pseudo-file that you see as stdin. It does not mean specifically ""end of file"", but more generally ""flush the input I typed so far"". Flushing means that any read() call on stdin in your program returns with the length of the input typed since the last flush. If the line is nonempty, the input becomes available to your program although the user did not type ""return"" yet. If the line is empty, then read() returns with zero, and that is interpreted as ""end of file"".
So when using Control+D to end a program, it only works at the beginning of a line, or if you do it twice (first time to flush, second time for read() to return zero).
Try it:
$ cat
foo
   (type Control-D once)
foofoo (read has returned ""foo"")
   (type Control-D again)
$

",https://stackoverflow.com//questions/1516122/how-to-capture-controld-signal
linux - How to create a hex dump of file containing only the hex characters without spaces in bash?,How do I create an unmodified hex dump of a binary file in Linux using bash? The od and hexdump commands both insert spaces in the dump and this is not ideal.,"
xxd -p file

Or if you want it all on a single line:
xxd -p file | tr -d '\n'

",https://stackoverflow.com//questions/2614764/how-to-create-a-hex-dump-of-file-containing-only-the-hex-characters-without-spac
